,twitter,followers
0,MusicMachineNFT,4019
1,TheKarmaCats,37700
2,THENFTSTAR,37400
3,yoomoota,65100
4,The_Rooster2K,127
5,BartsFarmFrens,7271
6,dedfamworld,2439
7,future_kicks_io,4817
8,MetaPlayersNFTS,8348
9,awkwarddragons,11500
10,weirdvitalik,3142
11,proudlionsclub,9674
12,SushiPalsNFT,8948
13,TheHumanians,122200
14,NFT__portfolio,232
15,punkangelsnft,22500
16,FastFoodPunks,16900
17,ploddingpirates,4247
18,chibiclubonline,11800
19,RetroRollersNFT,33200
20,Thiccfrens,20700
21,EuphorianApes,5547
22,AliensAlpha,2883
23,shibayc_eth,2002
24,thewackydogclub,677
25,WVG_OFFICIAL,816
26,cbunniesnft,24400
27,AlimatokNFT,3239
28,FineYachtsHC,718
29,NFT_Combinator,3488
30,SwamiNFT,28600
31,nft_sengoku,1850
32,off_CryptoCity,4530
33,detown_io,3508
34,moon_babes,2683
35,pixa_nft,5160
36,Alpha_Gorillas,15300
37,LambBrawl,1791
38,WoodMiners,1279
39,meta_blaze,23800
40,TheBloxPrimeNFT,10900
41,,8991
42,TheCryptomasks,3524
43,TheWorldofBill_,243
44,MetaComiClub,39500
45,MedievalCatsNFT,1110
46,ZalesNFT,6850
47,sixthreseau,190100
48,DinoKidsClub,1116
49,MMansionnft,5377
50,metapugsnft,10700
51,BooThingsNFT,3372
52,sadboysclubNFT,14300
53,dragonzillas,8194
54,pharagods,27300
55,LooseMooseCrew,5703
56,BitButts,1397
57,Hyundai_NFT,88600
58,TrexSapiensOrd,18200
59,yellowfames,3771
60,CRYPT056,132700
61,Shukuna__nft,3562
62,OctoRaidersNFT,16000
63,APB_Club,9367
64,crypto_gnomes,16500
65,FuryBandits,16100
66,,8991
67,SadKittens_,130
68,GrizzlyForceNFT?t=Wbk09X1B-3tw-MXRVtKWzw&s=08,1678
69,NftNoahsArk,6909
70,PlutoPeopleNFT,3388
71,HapeTeens,6919
72,martian_monkeys ,436
73,NorowaretaUchu,5967
74,TheUncannyClub,9864
75,ChihuahuaNFT,4566
76,NorowaretaUchu,5967
77,SatoshisGirls,8731
78,cryptosklletons,9367
79,metagretanft,69
80,RovingDogsNFT,11300
81,killerwaifunfts,359
82,WastedWhales,22900
83,girlsinpinknft,5404
84,ACDealerNFT,8600
85,SeaTurtleSocial,1950
86,ada_nauts,2847
87,betplacersclub,1842
88,MutantHamsters,48700
89,nohesicarclub,4510
90,bbboars,1086
91,innermesNFT,418
92,BlitzedBucksNFT,11900
93,MadVeggies,1643
94,ApesGenX,24600
95,ricracclub,7012
96,CreativeFriendz,3727
97,Darkland_creat,1939
98,FurryFriends_io,294
99,Japanese_BAPES,15500
100,doombooNFT,117400
101,metaversemoon,52200
102,chillnchameleon,15200
103,cheebsnft,6267
104,flowerlolitanft,10800
105,SCAlienRulers,2892
106,9tales_NFT,113200
107,doodleslayernft,764
108,PoshFrenchie,1831
109,Streetlab_io,6206
110,RogueDiceClub,16600
111,DemionsNFT,5839
112,FoxNationDAO,2252
113,CthulhuCA22,10600
114,minimonkeymafia,7825
115,Web3WizardsNFT,5473
116,DroopyApes,4710
117,MetaVolutionNFT,11200
118,FatCatsDao,27400
119,BB01NFT,4093
120,BooniesSkullNFT,454
121,LabyrinthUnreal,2833
122,MetaHookahs,1582
123,metafliesclub,343
124,MafiaBearsNFT,178
125,MirageLand_NFT,4111
126,ApeVampires,10400
127,DeviantAlienNFT,2175
128,FancySlothClub,3233
129,DreamyGirlsNFT,16700
130,senshinfts,1733
131,SkullDemolition,569
132,SkullDemolition,569
133,CoolGorillaBC,238
134,FinalHumans,3173
135,LittleWomen_NFT,12000
136,monkchains,13100
137,1_AwesomePossum,5151
138,WildFoxSquadNFT,427
139,MetaCutiesNFT,6601
140,otters_universe,2389
141,huesnft,3368
142,CreatureCultur3,951
143,gymratelephants,4567
144,Last_Mayan_NFT,254
145,DodgerNft,1990
146,XkartR,1992
147,denizenio,6455
148,dummy_vegs,2624
149,GlodyKnightsNFT,3360
150,anydings,62
151,CyberZillaz,6350
152,MiniMooNFT,1571
153,LittlezProject,1770
154,wethekidsNFT,564
155,poninisnft,72
156,burgerheadznft,31
157,badbullsnft,2989
158,rhelegus,10200
159,NFTgeisha,15000
160,catmobstaz,5772
161,zelenskiynft,11300
162,CavernCores,80
163,thelostbitcoins,7922
164,aith3r3al,3438
165,CroodApesArmy,1140
166,FloatyzNFT,1274
167,CoolAstronauts,3797
168,martian_colony,60
169,vianijoe,38
170,applefriends6,970
171,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,3052
172,Arcadmverse,105
173,CountryApeSquad,70
174,fancyfoxassoc,13000
175,DribblieGame,10400
176,fish_sticksnft,7329
177,AnimAllsNFT,31
178,PoC_NFT,23800
179,GhoniesCrypto,431
180,myworld_nft,12000
181,sewersquadnft,7853
182,CrypTickzNFT,2513
183,HailaryNft,12400
184,nftsumantria,10300
185,apeventuresnft,1415
186,EnterTheYama,1543
187,GorillaGoMobile,85
188,drinkingtrees,25000
189,PrimoMartians,645
190,SBR_nft,40
191,The_IslandNFT,10000
192,allseeinglemon,310
193,Crypxel_NFT,273
194,listlords,346
195,crypto_cafenfts,520
196,metalodons_club,4153
197,zdc_project,5715
